10,22.369814,0.44737026,0,0,1,250,10,100,local,computer 3
20,30.15657,0.6640661,0,0,1,250,10,100,local,computer 3
30,38.575085,0.7790526,0,0,1,250,10,100,local,computer 3
40,44.503635,0.90148705,0,0,1,250,10,100,local,computer 3
50,44.795002,1.1184675,0,0,1,250,10,100,local,computer 3
60,45.345905,1.3265947,0,0,1,250,10,100,local,computer 3
70,45.01043,1.5582372,0,0,1,250,10,100,local,computer 3
80,44.047733,1.8195846,0,0,1,250,10,100,local,computer 3
90,44.4718,2.0284824,0,0,1,250,10,100,local,computer 3
100,44.009983,2.2758536,0,0,1,250,10,100,local,computer 3
10,42.372395,0.2364508,0,0,1,250,10,100,local,computer 3
20,43.194916,0.4635912,0,0,1,250,10,100,local,computer 3
30,46.379757,0.64878356,0,0,1,250,10,100,local,computer 3
40,43.87909,0.9133655,0,0,1,250,10,100,local,computer 3
50,45.198128,1.1091098,0,0,1,250,10,100,local,computer 3
60,41.353355,1.4527792,0,0,1,250,10,100,local,computer 3
70,43.627636,1.606547,0,0,1,250,10,100,local,computer 3
80,44.655056,1.7940208,0,0,1,250,10,100,local,computer 3
90,43.26519,2.084457,0,0,1,250,10,100,local,computer 3
100,44.657646,2.242678,0,0,1,250,10,100,local,computer 3
10,44.25701,0.22650577,0,0,1,250,10,100,local,computer 3
20,43.178474,0.46433946,0,0,1,250,10,100,local,computer 3
30,44.17482,0.6811156,0,0,1,250,10,100,local,computer 3
40,44.84406,0.8932212,0,0,1,250,10,100,local,computer 3
50,44.48419,1.126201,0,0,1,250,10,100,local,computer 3
60,44.60692,1.3470509,0,0,1,250,10,100,local,computer 3
70,44.43344,1.5786338,0,0,1,250,10,100,local,computer 3
80,44.8238,1.7876514,0,0,1,250,10,100,local,computer 3
90,43.04343,2.098423,0,0,1,250,10,100,local,computer 3
100,43.32149,2.3121333,0,0,1,250,10,100,local,computer 3
10,42.212288,0.23718908,0,0,1,250,10,100,local,computer 3
20,45.490986,0.4405598,0,0,1,250,10,100,local,computer 3
30,45.174297,0.66522276,0,0,1,250,10,100,local,computer 3
40,43.848454,0.91481936,0,0,1,250,10,100,local,computer 3
50,45.114773,1.1094568,0,0,1,250,10,100,local,computer 3
60,44.592587,1.3480306,0,0,1,250,10,100,local,computer 3
70,42.934113,1.6335031,0,0,1,250,10,100,local,computer 3
80,44.04404,1.8208207,0,0,1,250,10,100,local,computer 3
90,44.801132,2.012415,0,0,1,250,10,100,local,computer 3
100,44.939014,2.228475,0,0,1,250,10,100,local,computer 3
10,43.60125,0.22962919,0,0,1,250,10,100,local,computer 3
20,43.90511,0.456721,0,0,1,250,10,100,local,computer 3
30,45.095367,0.6664367,0,0,1,250,10,100,local,computer 3
40,44.95928,0.8916799,0,0,1,250,10,100,local,computer 3
50,44.236404,1.1322112,0,0,1,250,10,100,local,computer 3
60,44.498905,1.3512288,0,0,1,250,10,100,local,computer 3
70,44.66709,1.5702091,0,0,1,250,10,100,local,computer 3
80,43.244312,1.8567864,0,0,1,250,10,100,local,computer 3
90,45.2559,1.9932731,0,0,1,250,10,100,local,computer 3
100,45.094475,2.22412,0,0,1,250,10,100,local,computer 3
10,5.055697,1.9783608,0,0,1,250,10,100,RPC,computer 3
20,6.9314623,2.8856936,0,0,1,250,10,100,RPC,computer 3
30,8.998621,3.3353987,0,0,1,250,10,100,RPC,computer 3
40,14.581949,2.7446969,0,0,1,250,10,100,RPC,computer 3
50,15.090857,3.3149793,0,0,1,250,10,100,RPC,computer 3
60,15.119944,3.9722838,0,0,1,250,10,100,RPC,computer 3
70,13.671488,5.1249647,0,0,1,250,10,100,RPC,computer 3
80,14.323422,5.5910244,0,0,1,250,10,100,RPC,computer 3
90,14.105447,6.385458,0,0,1,250,10,100,RPC,computer 3
100,14.019249,7.141056,0,0,1,250,10,100,RPC,computer 3
10,9.67312,1.0342033,0,0,1,250,10,100,RPC,computer 3
20,12.045286,1.6609863,0,0,1,250,10,100,RPC,computer 3
30,13.385044,2.2418196,0,0,1,250,10,100,RPC,computer 3
40,14.207639,2.8166564,0,0,1,250,10,100,RPC,computer 3
50,14.55747,3.4358025,0,0,1,250,10,100,RPC,computer 3
60,14.046317,4.2729063,0,0,1,250,10,100,RPC,computer 3
70,14.119468,4.960949,0,0,1,250,10,100,RPC,computer 3
80,14.382467,5.567839,0,0,1,250,10,100,RPC,computer 3
90,13.893616,6.483773,0,0,1,250,10,100,RPC,computer 3
100,13.992385,7.153678,0,0,1,250,10,100,RPC,computer 3
10,9.353869,1.0695432,0,0,1,250,10,100,RPC,computer 3
20,12.924907,1.5478383,0,0,1,250,10,100,RPC,computer 3
30,13.1479225,2.2825954,0,0,1,250,10,100,RPC,computer 3
40,14.219018,2.815842,0,0,1,250,10,100,RPC,computer 3
50,14.187925,3.5260825,0,0,1,250,10,100,RPC,computer 3
60,13.964763,4.298552,0,0,1,250,10,100,RPC,computer 3
70,14.102792,4.9668765,0,0,1,250,10,100,RPC,computer 3
80,14.206219,5.636889,0,0,1,250,10,100,RPC,computer 3
90,13.528741,6.6609716,0,0,1,250,10,100,RPC,computer 3
100,13.476941,7.428753,0,0,1,250,10,100,RPC,computer 3
10,9.211632,1.0860314,0,0,1,250,10,100,RPC,computer 3
20,11.888811,1.6825081,0,0,1,250,10,100,RPC,computer 3
30,13.378324,2.2449508,0,0,1,250,10,100,RPC,computer 3
40,13.318321,3.0059671,0,0,1,250,10,100,RPC,computer 3
50,13.358098,3.7443976,0,0,1,250,10,100,RPC,computer 3
60,12.668337,4.738587,0,0,1,250,10,100,RPC,computer 3
70,13.329636,5.255249,0,0,1,250,10,100,RPC,computer 3
80,13.316625,6.0124087,0,0,1,250,10,100,RPC,computer 3
90,13.206295,6.8227725,0,0,1,250,10,100,RPC,computer 3
100,12.853038,7.7891088,0,0,1,250,10,100,RPC,computer 3
10,8.643871,1.1573385,0,0,1,250,10,100,RPC,computer 3
20,11.853698,1.6881967,0,0,1,250,10,100,RPC,computer 3
30,12.2346525,2.4543042,0,0,1,250,10,100,RPC,computer 3
40,12.547955,3.1891153,0,0,1,250,10,100,RPC,computer 3
50,12.117442,4.1278524,0,0,1,250,10,100,RPC,computer 3
60,12.428227,4.829338,0,0,1,250,10,100,RPC,computer 3
70,12.523215,5.593994,0,0,1,250,10,100,RPC,computer 3
80,12.688952,6.3101697,0,0,1,250,10,100,RPC,computer 3
90,13.079232,6.8890576,0,0,1,250,10,100,RPC,computer 3
100,12.278604,8.150407,0,0,1,250,10,100,RPC,computer 3
